1,"Comerica Bank(Dallas, Texas)Type: Checking,",Bank Deposit,Self,"$250,001 - $500,000","Interest,",None (or less than $201)
2,"Comerica Bank(Dallas, Texas)Type: Savings,",Bank Deposit,Self,"$1,001 - $15,000","Interest,",None (or less than $201)
3,International Business Machines Corporation (IBM),Corporate SecuritiesStock,Self,"$15,001 - $50,000","Dividends,","$1,001 - $2,500"
4,"PNC Bank(Pittsburgh, Pennsylvania)Type: Checking,",Bank Deposit,Self,"$15,001 - $50,000","Interest,",None (or less than $201)
5,"KD - Kyndryl Holdings, Inc. Common StockFiler comment:  I never purchased this stock. IBM split shares in 2021 and the value exceeded $1000 in 2024.",Corporate SecuritiesStock,Self,"$1,001 - $15,000","Dividends,","$201 - $1,000"
6,"PNC Bank(Pittsburgh, Pennsylvania)Type: Money Market Account,",Bank Deposit,Self,"$1,001 - $15,000","None,",None (or less than $201)
